f,Duration: 20260601 -20260631,,,,,,,,,,,,,,,,,,,,,,
,,,,,,x,x,101800006,,Sổ huấn luyện cao cấp,,,300,"100,0000% ",,,,,,,,,
,,,,,,x,,100600001,,Thẻ đổi tên,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,501800395,,Thẻ tích lũy đặc biệt tháng 6 - 2026,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Duration: 20260609-20260612,,,,,,,,,,,,,,,,,,,,,,
,PC&MOBILE,,,,,,,,,,  136.694.480.523.185 ,,,,138.280.107.742.120 ,,,,,,,,
,,,eventid (internal use),target,event_source,hurdle,productid,itemid,ProID,itemname,itemvalue (BP) ,itemvalue (USD) ,count,probability (%) ,Reward value (BP) ,Reward value (USD) ,Event value (sumprod),,,Efficiency,Monthly max BP,Monthly max USD,note 
,,,Goi qua 1 - lan 1 t05 2025,TOPUP,40 FC/MC,1,,500242853,658847,"Gói 24EP, MDL, UT 106+ (6~8)",  6.593.379.913.004 ,"0,60 ",1,"100,0000% ",6.593.379.913.004 ,"0,60 ","1,38 ",,,"1,62 ",,,
,,,,,,,,500239724,,"Gói DC, 24HR, CC OVR 104+ (+8)",  7.640.242.689.477 ,"0,69 ",1,"100,0000% ",7.640.242.689.477 ,"0,69 ",,,,,,,
,,,,,,,,500300388,,"1000,000,000,000 BP",  1.000.000.000.000 ,"0,09 ",1,"100,0000% ",1.000.000.000.000 ,"0,09 ",,,,,,,
,,,,,,,,500300080,,"5,000 SP",,- ,1,"100,0000% ",,- ,,,,,,,
,,,,,,,,102600002,,Gói HLV kỹ năng khéo léo (+5-+10),  ,- ,1,"100,0000% ",,,,,,,,,
,,,,,,,,101800004,,Sổ huấn luyện sơ cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,,,,,,,,,
,,,Goi qua 2 - lan 1 t05 2025,TOPUP,100 FC/MC,2,,500243008,658848,"Gói 24EP, MDL, UT, JNM, DC, CC 107+ (+8)",  12.930.909.026.894 ,"1,17 ",1,"100,0000% ",12.930.909.026.894 ,"1,17 ","3,49 ",,,"1,64 ",,,
,,,,,,,,500264855,,"UT, MDL, DC, JNM, CC Top Price 275 (+8)",  15.086.991.647.609 ,"1,36 ",1,"100,0000% ",15.086.991.647.609 ,"1,36 ",,,,,,,
,,,,,,,,500262136,,"Gói UT, MDL, DC, JNM 109+ (+8)",  8.521.370.634.001 ,"0,77 ",1,"100,0000% ",8.521.370.634.001 ,"0,77 ",,,,,,,
,,,,,,,,500300398,,"2000,000,000,000 BP",  2.000.000.000.000 ,"0,18 ",1,"100,0000% ",2.000.000.000.000 ,"0,18 ",,,,,,,
,,,,,,,,501700305,,Gói may mắn CP,  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,,,501000004,,SVIP (1 Days),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,,,500300080,,"5,000 SP",,,1,"100,0000% ",,,,,,,,,
,,,,,,,,10,,SC,  ,- ,500,"100,0000% ",,,,,,,,,
,,,,,,,,101800005,,Sổ huấn luyện trung cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,,,202300134,,2000 CP,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,102600002,,Gói HLV kỹ năng khéo léo (+5-+10),,,1,"100,0000% ",,,,,,,,,
,,,,,,,,101600001,,Vé đổi CLB,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,- ,- ,,,,,,,
,,,Goi qua 3 - lan 1 t05 2025,TOPUP,200 FC/MC,4,,500272946,658849,Gói PTG 115+ (1~3),  792.813.609.467 ,"0,07 ",3,"100,0000% ",2.378.440.828.402 ,"0,22 ","7,41 ",,,"1,74 ",,,
,,,,,,,,500243108,,"Gói CU, 24EP, MDL 108+ (7~8)",  26.399.377.368.706 ,"2,39 ",1,"100,0000% ",26.399.377.368.706 ,"2,39 ",,,,,,,
,,,,,,,,500264875,,"UT, MDL, DC, JNM Top Price 225 (+8)",  25.227.509.869.756 ,"2,05 ",1,"100,0000% ",25.227.509.869.756 ,"2,05 ",,,,,,,
,,,,,,,,500230277,,Gói 24EP All (+8),  26.501.885.764.272 ,"2,40 ",1,"100,0000% ",26.501.885.764.272 ,"2,40 ",,,,,,,
,,,,,,,,500300418,,"4000,000,000,000 BP",  4.000.000.000.000 ,"0,36 ",1,"100,0000% ",4.000.000.000.000 ,"0,36 ",,,,,,,
,,,,,,,,502800026,,Thẻ nâng cấp lại các mùa (+1~+8) (1000 -40B),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,,,502000007,,Phiếu giảm giá thuế các mùa 30%,  , ,1,"100,0000% ", , ,,,,,,,
,,,,,,,,202300134,,2000 CP,  , ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,,,11,,TC,,,5000,"100,0000% ",,,,,,,,,
,,,,,,,,102600073,,Gói HLV GK đặc biệt (8),,,1,"100,0000% ",,,,,,,,,
,,,,,,,,102600002,,Gói HLV kỹ năng khéo léo (+5-+10),,,2,"100,0000% ",,,,,,,,,
,,,,,,,,101800006,,Sổ huấn luyện cao cấp,,,300,"100,0000% ",,,,,,,,,
,,,,,,,,100600001,,Thẻ đổi tên,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,501800395,,Thẻ tích lũy đặc biệt tháng 6 - 2026,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Duration: 20260416 -20260420,,,,,,,,,,,,,,,,,,,,,,
,PC&MOBILE,,,,,,,,,,  45.413.624.466.300 ,,,,46.129.551.964.723 ,,,,,,,,
,,,eventid (internal use),target,event_source,hurdle,productid,itemid,ProID,itemname,itemvalue (BP) ,itemvalue (USD) ,count,probability (%) ,Reward value (BP) ,Reward value (USD) ,Event value (sumprod),,,Efficiency,Monthly max BP,Monthly max USD,note 
,,,Goi qua 1 - lan 1 t05 2025,TOPUP,40 FC/MC,1,x,500261752,657331,"Gói UT, MDL, DC, JNM, CC 102+ (7~8)",  3.082.757.511.407 ,"0,28 ",1,"100,0000% ",3.082.757.511.407 ,"0,28 ","0,44 ",,,"0,52 ",,,
,,,,,,x,x,500261529,,Gói 25PL 96+ (8~11),  1.700.094.165.677 ,"0,15 ",1,"100,0000% ",1.700.094.165.677 ,"0,15 ",,,,,,,
,,,,,,x,x,500300300,,"100,000,000,000 BP",  100.000.000.000 ,"0,01 ",1,"100,0000% ",100.000.000.000 ,"0,01 ",,,,,,,
,,,,,,x,x,500300080,,"5,000 SP",,- ,1,"100,0000% ",,- ,,,,,,,
,,,,,,x,x,102600156,,"Gói HLV đặc biệt cao cấp Tiền vệ (Di chuyển không bóng, xâm nhập) (7)",,- ,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800004,,Sổ huấn luyện sơ cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,,,,,,,,,
,,,Goi qua 2 - lan 1 t05 2025,TOPUP,100 FC/MC,2,x,500262127,657332,"Gói UT, MDL, DC, JNM All (+8)",  5.986.254.997.023 ,"0,54 ",1,"100,0000% ",5.986.254.997.023 ,"0,54 ","1,43 ",,,"0,67 ",,,
,,,,,,x,x,500225467,,"Gói FCA, RMA All (6~8)",  7.369.300.024.137 ,"0,67 ",1,"100,0000% ",7.369.300.024.137 ,"0,67 ",,,,,,,
,,,,,,x,x,500269454,,"Gói 26HR, 25UCL, FAC 112+ (3~5)",  2.240.676.638.572 ,"0,20 ",1,"100,0000% ",2.240.676.638.572 ,"0,20 ",,,,,,,
,,,,,,x,x,500300372,,"200,000,000,000 BP",  200.000.000.000 ,"0,02 ",1,"100,0000% ",200.000.000.000 ,"0,02 ",,,,,,,
,,,,,,x,x,501700305,,Gói may mắn CP,  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,501000004,,SVIP (1 Days),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,500300080,,"5,000 SP",,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,10,,SC,  ,- ,500,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800005,,Sổ huấn luyện trung cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,x,x,202300134,,2000 CP,,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600174,,Gói HLV đặc biệt cao cấp Tiền vệ (Xử lý bước một) (7),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101600001,,Vé đổi CLB,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,- ,- ,,,,,,,
,,,Goi qua 3 - lan 1 t05 2025,TOPUP,200 FC/MC,4,x,500265633,657333,Gói 26TOTY-N All (3~5),  4.283.033.353.671 ,"0,39 ",1,"100,0000% ",4.283.033.353.671 ,"0,39 ","2,30 ",,,"0,54 ",,,
,,,,,,x,x,500271457,,Gói WG ALL (1~3),  357.963.749.212 ,"0,03 ",3,"100,0000% ",1.073.891.247.635 ,"0,10 ",,,,,,,
,,,,,,x,x,500242854,,"Gói 24EP, MDL, UT 107+ (6~8)",  13.371.008.546.669 ,"1,21 ",1,"100,0000% ",13.371.008.546.669 ,"1,21 ",,,,,,,
,,,,,,x,x,500227869,,Gói MDL All (7~8),  6.322.535.479.933 ,"0,57 ",1,"100,0000% ",6.322.535.479.933 ,"0,57 ",,,,,,,
,,,,,,x,x,500300376,,"400,000,000,000 BP",  400.000.000.000 ,"0,04 ",1,"100,0000% ",400.000.000.000 ,"0,04 ",,,,,,,
,,,,,,x,x,502800026,,Thẻ nâng cấp lại các mùa (+1~+8) (1000 -40B),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,502000007,,Phiếu giảm giá thuế các mùa 30%,  , ,1,"100,0000% ", , ,,,,,,,
,,,,,,x,x,202300134,,2000 CP,  , ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,11,,TC,,,5000,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600073,,Gói HLV GK đặc biệt (8),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600138,,Gói HLV đặc biệt cao cấp Tiền vệ (Chọc khe xuyên phá) (7),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800006,,Sổ huấn luyện cao cấp,,,300,"100,0000% ",,,,,,,,,
,,,,,,x,x,100600001,,Thẻ đổi tên,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,501800350,,Thẻ tích lũy đặc biệt tháng 4 - 2026,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Top up max 600 FC ,,,,,,,,,,,,,,,,,,,,,,
,Promotion purpose: Low PU Acquisition,,,,,,,,,,,,,,,,,,,,,,
,Duration: 20260419 -20260423,,,,,,,,,,,,,,,,,,,,,,
,,,Hurdle (FC),Hurdle ($),Bonus,%,Số FC cần nạp thêm để chạm mốc,FC khuyến mãi nhận được,Total FC each hurdle,Total FC Accmulated,,,,,,,,,,,,,
,,1,300,"$5,77",750,250%,300,750,1050,1050,,,,,,,,,,,,,
,,2,600,"$11,54",750,250%,300,750,1050,2100,,,,,,,,,,,,,
,,,2100,,1500,,,1500,2100,,,,,,,,,,,,,,
,,Topup until 600 FC bonus,,,250%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Duration: 20260426 -20260430,,,,,,,,,,,,,,,,,,,,,,
,PC&MOBILE,,,,,,,,,,  44.098.471.017.987 ,,,,48.183.825.462.031 ,,,,,,,,
,,,eventid (internal use),target,event_source,hurdle,productid,itemid,ProID,itemname,itemvalue (BP) ,itemvalue (USD) ,count,probability (%) ,Reward value (BP) ,Reward value (USD) ,Event value (sumprod),,,Efficiency,Monthly max BP,Monthly max USD,note 
,,,Goi qua 1 - lan 1 t05 2025,TOPUP,40 FC/MC,1,x,500242181,656889,"Gói JNM, DC 106+ (6~8)",  2.508.818.098.089 ,"0,23 ",1,"100,0000% ",2.508.818.098.089 ,"0,23 ","0,51 ",,,"0,60 ",,,
,,,,,,x,x,500260277,,Gói HG All (+9),  3.070.204.482.362 ,"0,28 ",1,"100,0000% ",3.070.204.482.362 ,"0,28 ",,,,,,,
,,,,,,x,x,500300300,,"100,000,000,000 BP",  100.000.000.000 ,"0,01 ",1,"100,0000% ",100.000.000.000 ,"0,01 ",,,,,,,
,,,,,,x,x,500300080,,"5,000 SP",,- ,1,"100,0000% ",,- ,,,,,,,
,,,,,,x,x,102600078,,Gói HLV đặc biệt cao cấp Tiền đạo (Di chuyển & tìm khoảng trống) (7),,- ,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800004,,Sổ huấn luyện sơ cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,,,,,,,,,
,,,Goi qua 2 - lan 1 t05 2025,TOPUP,100 FC/MC,2,x,500261882,656890,"Gói UT, MDL, DC, JNM, HW 102+ (6~8)",  2.493.774.713.809 ,"0,23 ",1,"100,0000% ",2.493.774.713.809 ,"0,23 ","1,29 ",,,"0,61 ",,,
,,,,,,x,x,500262444,,"MDL, DC, JNM, CC, HW Top Price 400 (+8)",  9.374.196.218.057 ,"0,85 ",1,"100,0000% ",9.374.196.218.057 ,"0,85 ",,,,,,,
,,,,,,x,x,500268591,,Gói 25UCL ALL (4~5),  2.209.664.841.779 ,"0,20 ",1,"100,0000% ",2.209.664.841.779 ,"0,20 ",,,,,,,
,,,,,,x,x,500300372,,"200,000,000,000 BP",  200.000.000.000 ,"0,02 ",1,"100,0000% ",200.000.000.000 ,"0,02 ",,,,,,,
,,,,,,x,x,501700305,,Gói may mắn CP,  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,501000004,,SVIP (1 Days),  ,- ,1,"100,0000% ",- ,- ,,,,,,,
,,,,,,x,x,500300080,,"5,000 SP",,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,10,,SC,  ,- ,500,"100,0000% ",,,,,,,,,
,,,,,,x,x,101800005,,Sổ huấn luyện trung cấp,  ,- ,300,"100,0000% ",,,,,,,,,
,,,,,,x,x,202300134,,2000 CP,,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,102600090,,Gói HLV đặc biệt cao cấp Tiền đạo (Dứt điểm) (7),,,1,"100,0000% ",,,,,,,,,
,,,,,,x,x,101600001,,Vé đổi CLB,,,1,"100,0000% ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,  , ,,,- ,- ,,,,,,,
,,,Goi qua 3 - lan 1 t05 2025,TOPUP,200 FC/MC,4,x,500265626,656891,"Gói 26TOTY, 26TOTY-N 117+",  2.042.677.222.022 ,"0,18 ",3,"100,0000% ",6.128.031.666.066 ,"0,55 ","2,55 ",,,"0,60 ",,,
,,,,,,x,x,500268530,,Gói 25UCL 106+ (3~5),  1.548.119.190.733 ,"0,14 ",1,"100,0000% ",1.548.119.190.733 ,"0,14 ",,,,,,,
,,,,,,x,x,500262271,,"Gói UT, MDL, DC 101+ (+8)",  14.267.808.087.907 ,"1,29 ",1,"100,0000% ",14.267.808.087.907 ,"1,29 ",,,,,,,
,,,,,,x,x,500242961,,"Gói 24EP, MDL, UT, JNM, DC 104+ (6~8)",  5.883.208.163.229 ,"0,53 ",1,"100,0000% ",5.883.208.163.229 ,"0,53 ",,,,,,,
,,,,,,x,x,500300376,,"400,000,000,000 BP",  400.000.000.000 ,"0,04 ",1,"100,0000% ",400.000.000.000 ,"0,04 ",,,,,,,
